sr_no,total_sqft,bath,price,site_location,bhk
3102,1175.0,2.0,62.0,Ganesh Peth,2
3103,1200.0,2.0,42.0,Ganesh Peth,3
3104,814.0,2.0,53.0,Ganesh Peth,2
3105,658.0,1.0,26.91,Ganesh Peth,1
3106,1839.0,3.0,130.0,Ganesh Peth,3
3107,672.0,1.0,36.85,Ganesh Peth,1
3108,850.0,2.0,42.5,Ganesh Peth,2
3109,1370.07,3.0,65.0,Ganesh Peth,3
3110,3600.0,6.0,170.0,Ganesh Peth,6
3111,1080.0,2.0,53.0,Ganesh Peth,2
3112,1270.0,2.0,96.0,Ganesh Peth,2
3113,1275.0,2.0,59.0,Ganesh Peth,2
3114,2035.0,3.0,142.0,Ganesh Peth,3
3115,1205.0,2.0,45.79,Ganesh Peth,2
3116,1451.0,2.0,46.4,Ganesh Peth,3
3117,1315.0,2.0,77.0,Ganesh Peth,2
3118,600.0,1.0,22.8,Ganesh Peth,1
3119,1525.0,2.0,68.0,Ganesh Peth,3
3120,1210.0,2.0,60.0,Ganesh Peth,2
3121,1200.0,3.0,75.0,Ganesh Peth,3
3122,1005.0,2.0,45.0,Ganesh Peth,2
3123,943.0,2.0,49.5,Ganesh Peth,2
3124,1121.0,2.0,75.0,Ganesh Peth,2
3125,1153.0,2.0,60.0,Ganesh Peth,2
3126,660.0,1.0,23.1,Ganeshkhind,2
3127,5611.5,4.0,477.0,Ganeshkhind,4
3128,1415.0,3.0,78.0,Ganeshkhind,3
3129,1140.0,2.0,46.5,Ganeshkhind,2
3130,1115.0,2.0,40.0,Ganeshkhind,2
3131,834.0,1.0,60.0,Ganeshkhind,1
3132,985.0,2.0,40.39,Ganeshkhind,2
3133,1356.0,2.0,66.0,Ganeshkhind,3
3134,1565.0,2.0,75.0,Ganeshkhind,3
3135,1450.0,3.0,65.255,Ganeshkhind,3
3136,1250.0,2.0,62.0,Ganeshkhind,2
3137,3040.0,1.0,180.0,Ganeshkhind,2
3138,1530.0,2.0,74.39,Ganeshkhind,3
3139,1725.0,2.0,100.0,Ganeshkhind,3
3140,1260.0,2.0,58.0,Ganeshkhind,2
3141,1600.0,3.0,88.0,Ganeshkhind,3
3142,1670.0,3.0,120.0,Ganeshkhind,3
3143,1352.0,2.0,87.5,Ganeshkhind,2
3144,1635.0,2.0,85.0,Ganeshkhind,3
3145,1352.0,2.0,85.0,Ganeshkhind,2
3146,1075.0,2.0,47.0,Ganeshkhind,3
3147,1255.0,2.0,53.5,Ganeshkhind,2
3148,1610.0,3.0,115.0,Ganeshkhind,3
3149,1194.0,2.0,46.0,Ganeshkhind,2
3150,1070.0,2.0,33.0,Ganeshkhind,2
3151,2000.0,4.0,82.0,Ganeshkhind,4
3152,3800.0,4.0,205.0,Ganeshkhind,4
3153,1115.0,2.0,50.0,Ganeshkhind,2
3154,1000.0,2.0,57.0,Ganeshkhind,2
3155,1190.0,2.0,50.66,Ganeshkhind,2
3156,1195.0,2.0,70.0,Ganeshkhind,2
3157,1170.0,2.0,45.0,Ganeshkhind,2
3158,607.0,1.0,35.0,Ganeshkhind,1
3159,1485.0,2.0,67.0,Ganeshkhind,3
3160,750.0,4.0,62.0,Ganeshkhind,4
3161,1200.0,5.0,92.0,Ganeshkhind,4
3162,2928.0,4.0,198.0,Ganeshkhind,4
3163,1600.0,3.0,88.0,Ganeshkhind,2
3164,750.0,1.0,25.5,Ganeshkhind,1
3165,1140.0,2.0,36.0,Ganeshkhind,2
3166,1250.0,3.0,58.0,Ganeshkhind,3
3167,930.0,4.0,85.0,Ganeshkhind,7
3168,1600.0,3.0,61.37,Ganeshkhind,3
3169,700.0,1.0,59.0,Ganeshkhind,1
3170,2000.0,4.0,99.0,Ganeshkhind,5
3171,3940.0,4.0,220.0,Ganeshkhind,4
3172,1275.0,3.0,59.0,Ganeshkhind,3
3173,4100.0,3.0,300.0,Ganeshkhind,4
3174,1760.0,2.0,116.0,Ganeshkhind,3
3175,830.0,2.0,40.0,Ganeshkhind,2
3176,1003.0,2.0,43.0,Ganeshkhind,2
3177,1272.0,2.0,51.5,Ganeshkhind,2
3178,1238.0,2.0,67.32,Ganeshkhind,2
3179,1550.0,2.0,69.75,Ganeshkhind,3
3180,1308.0,2.0,58.86,Ganeshkhind,2
3181,1542.0,3.0,98.0,Ganeshkhind,3
3182,3600.0,6.0,200.0,Ganeshkhind,6
3183,1410.0,2.0,65.0,Ganeshkhind,3
3184,2000.0,2.0,160.0,Ganeshkhind,4
3185,2400.0,2.0,125.0,Ganeshkhind,2
3186,1970.0,3.0,164.0,Ganeshkhind,3
3187,1216.0,2.0,67.0,Ganeshkhind,2
3188,1300.0,2.0,100.0,Ganeshkhind,2
3189,1127.0,2.0,45.0,Ganeshkhind,2
3190,1550.0,2.0,80.0,Ganeshkhind,3
3191,1070.0,2.0,38.6,Ganeshkhind,2
3192,630.0,1.0,35.0,Ganeshkhind,1
3193,3500.0,5.0,350.0,Ganeshkhind,5
3194,1200.0,2.0,39.0,Ganeshkhind,2
3195,410.0,1.0,15.0,Ganeshkhind,1
3196,2200.0,3.0,160.0,Ganeshkhind,3
3197,1147.0,2.0,75.0,Ganeshkhind,2
3198,1131.0,2.0,55.975,Ganeshkhind,2
3199,3150.0,4.0,218.0,Ganeshkhind,4
3200,1719.0,3.0,110.0,Ganeshkhind,3
3201,1780.0,3.0,88.0,Ganeshkhind,3
3202,3800.0,4.0,235.0,Ganeshkhind,4
3203,1623.0,3.0,155.0,Ganeshkhind,3
3204,1500.0,2.0,87.0,Ganeshkhind,4
3205,1250.0,2.0,54.0,Ganeshkhind,2
3206,1645.0,3.0,113.0,Ganeshkhind,3
3207,1350.0,2.0,103.0,Ganeshkhind,2
3208,661.0,1.0,33.0,Ganeshkhind,1
3209,1345.0,2.0,69.0,Ganeshkhind,3
3210,1050.0,2.0,45.0,Ganeshkhind,2
3211,1350.0,2.0,63.0,Ganeshkhind,3
3212,1025.0,2.0,50.0,Ganeshkhind,2
3213,896.9,2.0,78.74,Ganeshkhind,2
3214,1300.0,2.0,63.0,Ganeshkhind,2
3215,1746.0,3.0,115.0,Ganeshkhind,3
3216,1880.0,3.0,110.0,Ganeshkhind,3
3217,1089.0,2.0,32.67,Ganeshkhind,2
3218,943.0,2.0,48.0,Ganeshkhind,2
3219,1060.0,2.0,52.0,Ganeshkhind,2
3220,1040.0,2.0,36.4,Ganeshkhind,2
3221,1368.0,2.0,87.0,Ganeshkhind,2
3222,1241.0,2.0,68.0,Ganeshkhind,3
3223,1270.0,2.0,50.79,Ganeshkhind,3
3224,2135.0,3.0,170.0,Ganeshkhind,3
3225,1250.0,2.0,65.0,Ganeshkhind,2
3226,1200.0,5.0,85.0,Ganeshkhind,5
3227,2321.0,4.0,157.0,Ganeshkhind,3
3228,602.0,2.0,30.0,Ganeshkhind,1
3229,1650.0,3.0,125.0,Ganeshkhind,3
3230,1155.0,2.0,69.18,Ganeshkhind,2
3231,30400.0,4.0,1824.0,Ganeshkhind,6
3232,1140.0,2.0,32.93,Ganeshkhind,2
3233,1200.0,2.0,75.0,Ganeshkhind,2
3234,1600.0,4.0,45.0,Ganeshkhind,4
3235,1610.0,3.0,81.0,Ghorpade Peth,3
3236,2650.0,4.0,150.0,Ghorpade Peth,4
3237,1787.0,3.0,98.29,Ghorpade Peth,3
3238,1185.0,2.0,38.0,Ghorpade Peth,2
3239,1000.0,2.0,35.0,Ghorpade Peth,2
3240,1125.0,4.0,70.0,Ghorpade Peth,3
3241,1500.0,2.0,87.0,Ghorpade Peth,3
3242,1400.0,2.0,77.0,Ghorpade Peth,3
3243,823.0,2.0,28.0,Ghorpade Peth,2
3244,1891.0,3.0,109.0,Ghorpade Peth,3
3245,1346.0,2.0,61.92,Ghorpade Peth,2
3246,697.0,1.0,45.0,Ghorpade Peth,1
3247,1200.0,3.0,130.0,Ghorpade Peth,3
3248,1350.0,4.0,135.0,Ghorpade Peth,5
3249,1790.0,3.0,127.0,Ghorpade Peth,3
3250,1330.0,2.0,46.55,Ghorpade Peth,3
3251,2070.0,3.0,162.0,Ghorpade Peth,3
3252,4000.0,4.0,330.0,Ghorpade Peth,4
3253,3461.0,2.0,173.0,Ghorpade Peth,4
3254,3500.0,6.0,225.0,Ghorpade Peth,4
3255,1600.0,2.0,65.0,Ghorpade Peth,3
3256,1754.0,3.0,125.0,Ghorpade Peth,3
3257,1605.0,3.0,85.0,Ghorpade Peth,3
3258,1404.0,2.0,75.0,Ghorpade Peth,2
3259,1145.0,2.0,65.0,Ghorpade Peth,2
3260,11338.0,9.0,1000.0,Ghorpade Peth,6
3261,1352.5,2.0,93.865,Ghorpade Peth,2
3262,700.0,1.0,41.0,Ghorpade Peth,1
3263,1306.0,2.0,58.0,Ghorpade Peth,3
3264,3850.0,5.0,316.0,Ghorpade Peth,3
3265,1800.0,3.0,80.0,Ghorpade Peth,3
3266,1140.0,2.0,46.0,Ghorpade Peth,2
3267,600.0,5.0,50.0,Ghorpade Peth,5
3268,2408.0,4.0,260.0,Ghorpade Peth,3
3269,1315.0,2.0,85.4,Ghorpade Peth,3
3270,1208.0,2.0,70.0,Ghorpade Peth,2
3271,1100.0,2.0,56.1,Ghorpade Peth,2
3272,1645.0,3.0,135.0,Ghorpade Peth,3
3273,1374.0,3.0,68.0,Ghorpade Peth,3
3274,2000.0,3.0,185.0,Ghorpade Peth,3
3275,930.0,2.0,25.0,Ghorpade Peth,2
3276,2500.0,3.0,75.0,Ghorpade Peth,3
3277,3252.0,4.0,280.0,Ghorpade Peth,4
3278,600.0,3.0,60.0,Ghorpade Peth,3
3279,1140.0,2.0,32.0,Ghorpade Peth,2
3280,1280.0,2.0,75.0,Ghorpade Peth,2
3281,1140.0,2.0,38.65,Ghorpade Peth,2
3282,1145.0,2.0,75.0,Ghorpade Peth,2
3283,2162.0,3.0,200.0,Ghorpade Peth,3
3284,1060.0,2.0,42.0,Ghorpade Peth,2
3285,1220.0,2.0,44.6,Ghorpade Peth,2
3286,1643.0,3.0,75.0,Ghorpade Peth,3
3287,1200.0,2.0,42.0,Ghorpade Peth,2
3288,1020.0,2.0,29.45,Ghorpade Peth,2
3289,800.0,2.0,30.0,Ghorpade Peth,2
3290,1800.0,3.0,105.0,Ghorpade Peth,6
3291,1075.0,2.0,52.0,Ghorpade Peth,3
3292,1403.0,3.0,56.0,Ghorpade Peth,3
3293,1165.0,2.0,30.29,Ghorpade Peth,2
3294,1050.0,3.0,125.0,Ghorpade Peth,4
3295,814.0,2.0,42.0,Ghorpade Peth,2
3296,2040.0,2.0,59.0,Ghorpade Peth,2
3297,1026.0,2.0,45.0,Ghorpade Peth,2
3298,1024.0,2.0,44.0,Ghorpade Peth,2
3299,1750.0,3.0,86.5,Ghorpade Peth,3
3300,1418.0,2.0,105.0,Ghorpade Peth,2
3301,605.0,1.0,40.0,Ghorpade Peth,1
3302,1178.0,2.0,82.0,Ghorpade Peth,2
3303,1523.0,2.0,56.0,Ghorpade Peth,3
3304,1541.0,2.0,130.0,Ghorpade Peth,2
3305,1545.0,2.0,66.0,Ghorpade Peth,3
3306,3990.0,4.0,260.0,Ghorpade Peth,4
3307,654.0,1.0,36.25,Ghorpade Peth,1
3308,1419.0,2.0,60.42,Ghorpade Peth,2
3309,1655.0,3.0,97.0,Ghorpade Peth,3
3310,2500.0,2.0,60.0,Ghorpade Peth,3
3311,1345.0,2.0,97.0,Ghorpade Peth,2
3312,1216.0,2.0,60.0,Ghorpade Peth,2
3313,1283.0,2.0,63.22,Ghorpade Peth,2
3314,950.0,2.0,33.0,Ghorpade Peth,2
3315,1007.0,2.0,75.0,Ghorpade Peth,2
3316,1247.0,2.0,62.35,Ghorpade Peth,2
3317,1240.0,2.0,63.0,Ghorpade Peth,3
3318,1855.0,3.0,140.0,Ghorpade Peth,3
3319,1360.0,2.0,47.59,Ghorpade Peth,3
3320,1600.0,3.0,69.1,Ghorpade Peth,3
3321,1200.0,2.0,140.0,Ghorpade Peth,4
3322,1350.0,2.0,88.0,Ghorpade Peth,2
3323,1636.0,3.0,83.0,Ghorpade Peth,3
3324,1037.0,2.0,36.28,Ghorpade Peth,2
3325,1115.0,2.0,35.8,Ghorpade Peth,2
3326,1143.0,2.0,34.2,Ghorpade Peth,2
3327,1305.0,2.0,110.0,Ghorpade Peth,3
3328,1364.0,2.0,50.0,Ghorpade Peth,3
3329,800.0,2.0,55.0,Ghorpade Peth,2
3330,4400.0,5.0,240.0,Ghorpade Peth,5
3331,1452.0,3.0,55.6,Ghorpade Peth,3
3332,2735.0,4.0,340.0,Ghorpade Peth,3
3333,1115.0,2.0,61.0,Ghorpade Peth,2
3334,625.0,1.0,27.0,Ghorpade Peth,1
3335,1025.0,2.0,29.6,Ghorpade Peth,2
3336,800.0,1.0,95.0,Ghorpade Peth,2
3337,900.0,2.0,40.0,Ghorpade Peth,2
3338,2215.0,4.0,162.0,Ghorpade Peth,3
3339,2400.0,3.0,115.0,Ghorpade Peth,3
3340,1495.0,3.0,90.0,Ghorpade Peth,3
3341,485.0,1.0,19.5,Ghorpade Peth,1
3342,420.0,1.0,12.5,Ghorpade Peth,1
3343,1567.0,2.0,62.0,Ghorpade Peth,3
3344,950.0,2.0,55.0,Ghorpade Peth,2
3345,1325.0,2.0,52.0,Ghorpade Peth,2
3346,1125.0,2.0,47.0,Ghorpade Peth,2
3347,1200.0,2.0,120.0,Ghorpade Peth,2
3348,540.0,1.0,24.0,Ghorpade Peth,1
3349,545.0,1.0,28.0,Ghorpade Peth,2
3350,1035.0,2.0,60.0,Ghorpade Peth,2
3351,3124.0,6.0,349.0,Ghorpade Peth,4
3352,1000.0,2.0,49.5,Ghorpade Peth,2
3353,1282.0,2.0,68.52,Ghorpadi,3
3354,1787.0,3.0,125.0,Ghorpadi,3
3355,850.0,2.0,27.0,Ghorpadi,2
3356,750.0,2.0,38.0,Ghorpadi,2
3357,883.0,2.0,45.0,Ghorpadi,2
3358,2060.0,3.0,140.0,Ghorpadi,3
3359,1222.0,2.0,63.0,Ghorpadi,2
3360,1200.0,2.0,66.0,Ghorpadi,3
3361,1600.0,3.0,90.0,Ghorpadi,3
3362,710.0,1.0,27.0,Ghorpadi,1
3363,957.0,2.0,56.0,Ghorpadi,2
3364,1100.0,2.0,40.0,Ghorpadi,2
3365,1128.0,2.0,65.65,Ghorpadi,2
3366,1427.0,2.0,80.63,Ghorpadi,3
3367,1815.0,3.0,82.0,Ghorpadi,3
3368,1128.0,2.0,75.0,Ghorpadi,2
3369,1190.0,2.0,55.0,Ghorpadi,2
3370,1000.0,2.0,36.0,Ghorpadi,2
3371,1307.0,2.0,51.6,Ghorpadi,2
3372,1560.0,3.0,85.0,Ghorpadi,3
3373,2800.0,4.0,89.0,Ghorpadi,4
3374,1525.0,2.0,48.0,Ghorpadi,3
3375,3400.0,3.0,210.0,Ghorpadi,4
3376,1240.0,2.0,43.79,Ghorpadi,2
3377,1215.0,3.0,42.2,Ghorpadi,3
3378,1300.0,2.0,49.0,Ghorpadi,3
3379,1350.0,2.0,54.6,Ghorpadi,3
3380,1125.0,2.0,75.0,Ghorpadi,2
3381,1080.0,2.0,44.0,Ghorpadi,2
3382,1500.0,2.0,57.0,Ghorpadi,2
3383,1185.0,2.0,45.5,Ghorpadi,2
3384,1089.0,2.0,45.0,Ghorpadi,2
3385,1200.0,2.0,45.84,Ghorpadi,2
3386,1140.0,2.0,65.0,Ghorpadi,2
3387,1400.0,2.0,78.0,Ghorpadi,2
3388,4500.0,5.0,300.0,Ghorpadi,4
3389,1200.0,2.0,45.0,Ghorpadi,2
3390,1194.0,2.0,46.0,Ghorpadi,2
3391,624.0,1.0,35.0,Ghorpadi,1
3392,1608.0,2.0,85.0,Ghorpadi,2
3393,1255.0,3.0,77.68,Ghorpadi,3
3394,1200.0,3.0,67.77,Ghorpadi,3
3395,1300.0,2.0,63.0,Ghorpadi,3
3396,950.0,2.0,33.0,Ghorpadi,2
3397,1328.0,2.0,60.0,Ghorpadi,3
3398,919.0,2.0,40.0,Ghorpadi,2
3399,1200.0,2.0,67.0,Ghorpadi,2
3400,1793.0,3.0,98.0,Ghorpadi,3
3401,1200.0,3.0,67.0,Ghorpadi,3
3402,1100.0,2.0,78.0,Ghorpadi,2
3403,1180.0,2.0,58.0,Ghorpadi,2
3404,850.0,2.0,35.0,Ghorpadi,2
3405,1010.0,2.0,40.39,Ghorpadi,2
3406,1100.0,1.0,55.0,Ghorpadi,2
3407,1495.0,2.0,67.0,Ghorpadi,3
3408,625.0,2.0,24.0,Ghorpadi,2
3409,1145.0,2.0,46.5,Ghorpadi,2
3410,2000.0,3.0,85.0,Ghorpadi,3
3411,1260.0,2.0,52.0,Ghorpadi,3
3412,1194.0,2.0,47.0,Ghorpadi,2
3413,1163.0,2.0,65.0,Ghorpadi,2
3414,1012.0,2.0,42.0,Ghorpadi,2
3415,1331.0,2.0,88.0,Ghorpadi,2
3416,1430.0,3.0,59.0,Ghorpadi,3
3417,1200.0,3.0,70.0,Ghorpadi,3
3418,2130.0,4.0,120.0,Ghorpadi,4
3419,1495.0,2.0,83.0,Ghorpadi,2
3420,2460.0,7.0,80.0,Ghorpadi,4
3421,1310.0,2.0,55.0,Ghorpadi,3
3422,1200.0,3.0,56.12,Ghorpadi,3
3423,1425.0,3.0,55.0,Ghorpadi,3
3424,1325.0,2.0,73.0,Ghorpadi,2
3425,1012.0,2.0,53.58,Ghorpadi,2
3426,800.0,1.0,39.99,Ghorpadi,1
3427,3855.0,4.0,220.0,Ghorpadi,4
3428,1200.0,2.0,45.0,Ghorpadi,2
3429,1100.0,2.0,55.0,Ghorpadi,2
3430,1350.0,4.0,90.0,Ghorpadi,4
3431,1800.0,8.0,110.0,Ghorpadi,8
3432,1250.0,2.0,47.0,Ghorpadi,3
3433,2557.0,2.0,170.0,Ghorpadi,4
3434,1384.0,2.0,76.18,Ghorpadi,3
3435,450.0,1.0,20.0,Ghorpadi,1
3436,1787.0,3.0,116.0,Ghorpadi,3
3437,1200.0,5.0,70.0,Ghorpadi,5
3438,1360.0,2.0,58.0,Ghorpadi,3
3439,950.0,2.0,65.0,Ghorpadi,2
3440,3075.0,2.0,188.0,Ghorpadi,4
3441,1035.0,2.0,40.0,Ghorpadi,2
3442,933.0,1.0,61.0,Ghorpadi,1
3443,1532.0,2.0,65.0,Ghorpadi,2
3444,1060.0,2.0,52.0,Ghorpadi,2
3445,1345.0,2.0,57.0,Ghorpadi,3
3446,418.0,1.0,17.0,Ghorpadi,1
3447,1113.0,2.0,44.5,Ghorpadi,2
3448,1100.0,2.0,42.6,Ghorpadi,2
3449,1255.0,2.0,54.5,Ghorpadi,2
3450,2695.0,4.0,188.0,Ghorpadi,4
3451,1080.0,2.0,48.0,Ghorpadi,2
3452,1112.0,2.0,40.0,Ghorpadi,2
3453,1270.0,2.0,42.0,Ghorpadi,2
3454,1747.0,3.0,110.0,Ghorpadi,3
3455,960.0,2.0,48.0,Ghorpadi,2
3456,1600.0,3.0,63.2,Ghorpadi,3
3457,1350.0,2.0,47.25,Ghorpadi,3
3458,2500.0,8.0,95.0,Ghorpadi,7
3459,1893.0,3.0,130.0,Ghorpadi,3
3460,1150.0,2.0,57.0,Ghorpadi,2
3461,1835.0,3.0,89.0,Ghorpadi,3
3462,1485.0,2.0,63.0,Ghorpadi,3
3463,755.0,1.0,30.12,Ghorpadi,1
3464,1182.0,2.0,64.0,Ghorpadi,2
3465,1500.0,3.0,71.0,Ghorpadi,3
3466,1246.0,2.0,47.35,Ghorpadi,2
3467,1025.0,2.0,47.0,Gokhale Nagar,3
3468,1050.0,2.0,34.0,Gokhale Nagar,2
3469,1475.0,2.0,90.0,Gokhale Nagar,3
3470,1280.0,2.0,75.0,Gokhale Nagar,2
3471,1195.0,2.0,70.0,Gokhale Nagar,2
3472,950.0,2.0,44.0,Gokhale Nagar,2
3473,940.0,2.0,41.0,Gokhale Nagar,2
3474,1050.0,2.0,37.0,Gokhale Nagar,2
3475,1161.0,2.0,55.15,Gokhale Nagar,2
3476,910.0,2.0,30.5,Gokhale Nagar,2
3477,1140.0,2.0,41.0,Gokhale Nagar,2
3478,1835.0,2.0,155.0,Gokhale Nagar,3
3479,1180.0,2.0,70.0,Gokhale Nagar,2
3480,1294.0,2.0,48.0,Gokhale Nagar,3
3481,3900.0,4.0,300.0,Gokhale Nagar,4
3482,1691.0,3.0,119.0,Gokhale Nagar,3
3483,1130.0,3.0,38.0,Gokhale Nagar,3
3484,1050.0,2.0,57.0,Gokhale Nagar,3
3485,3012.0,6.0,268.0,Gokhale Nagar,4
3486,1025.0,2.0,57.0,Gokhale Nagar,2
3487,2200.0,3.0,190.0,Gokhale Nagar,3
3488,1470.0,2.0,75.0,Gokhale Nagar,3
3489,1550.0,3.0,120.0,Gokhale Nagar,3
3490,1420.0,2.0,123.0,Gokhale Nagar,2
3491,1670.0,3.0,135.0,Gokhale Nagar,4
3492,800.0,1.0,52.0,Gokhale Nagar,1
3493,630.0,1.0,27.0,Gokhale Nagar,2
3494,1665.0,3.0,110.0,Gokhale Nagar,3
3495,1464.0,2.0,56.0,Gokhale Nagar,2
3496,1200.0,2.0,67.0,Gokhale Nagar,2
3497,2070.0,3.0,225.0,Gokhale Nagar,3
3498,1127.0,2.0,68.0,Gokhale Nagar,2
3499,1200.0,3.0,130.0,Gokhale Nagar,3
3500,1106.0,2.0,43.09,Gokhale Nagar,2
3501,1725.0,3.0,130.0,Gokhale Nagar,3
3502,1200.0,2.0,75.0,Gokhale Nagar,2
3503,1036.0,2.0,59.46,Gokhale Nagar,2
3504,1060.0,2.0,58.0,Gokhale Nagar,2
3505,1645.0,2.0,82.0,Gokhale Nagar,3
3506,1500.0,2.0,78.0,Gokhale Nagar,3
3507,1051.0,2.0,60.0,Gokhale Nagar,2
3508,950.0,2.0,55.0,Gokhale Nagar,2
3509,1070.0,2.0,38.9,Gokhale Nagar,2
3510,1518.0,3.0,76.0,Gokhale Nagar,3
3511,1100.0,1.0,45.0,Gokhale Nagar,2
3512,1116.0,2.0,51.91,Gokhale Nagar,2
3513,1140.0,2.0,46.0,Gokhale Nagar,2
3514,1255.0,2.0,120.0,Gokhale Nagar,2
3515,1063.0,2.0,58.0,Gokhale Nagar,2
3516,712.0,1.0,38.44,Gokhale Nagar,1
3517,1145.0,2.0,57.0,Gokhale Nagar,2
3518,1416.0,3.0,94.0,Gokhale Nagar,3
3519,1890.0,2.0,93.0,Gokhale Nagar,3
3520,2172.0,3.0,76.02,Gokhale Nagar,3
3521,840.0,2.0,50.0,Gokhale Nagar,1
3522,965.0,2.0,34.0,Gokhale Nagar,2
3523,1602.0,2.0,165.0,Gokhale Nagar,3
3524,690.0,2.0,42.0,Gokhale Nagar,2
3525,1450.0,3.0,75.0,Gokhale Nagar,3
3526,1650.0,3.0,110.0,Gokhale Nagar,3
3527,1200.0,2.0,65.0,Gokhale Nagar,2
3528,1200.0,2.0,69.0,Gokhale Nagar,2
3529,1400.0,2.0,65.8,Gokhale Nagar,3
3530,1640.0,3.0,84.0,Gokhale Nagar,3
3531,1125.0,2.0,45.0,Gokhale Nagar,2
3532,1749.0,3.0,120.0,Gokhale Nagar,3
3533,1190.0,2.0,41.0,Gokhale Nagar,2
3534,2072.0,4.0,152.0,Gokhale Nagar,3
3535,1200.0,3.0,68.38,Gokhale Nagar,3
3536,1500.0,2.0,52.0,Gokhale Nagar,3
3537,1180.0,2.0,86.0,Gokhale Nagar,2
3538,1105.0,2.0,35.36,Gokhale Nagar,2
3539,1000.0,2.0,70.0,Gokhale Nagar,2
3540,1830.0,3.0,119.0,Gokhale Nagar,3
3541,850.0,2.0,32.5,Gokhale Nagar,2
3542,1400.0,2.0,80.0,Gokhale Nagar,3
3543,1350.0,2.0,65.0,Gokhale Nagar,3
3544,1475.0,2.0,80.0,Gokhale Nagar,2
3545,1080.0,2.0,64.0,Gokhale Nagar,2
3546,682.0,1.0,36.23,Gokhale Nagar,1
3547,492.0,1.0,40.0,Gokhale Nagar,1
3548,1332.0,2.0,101.0,Gokhale Nagar,2
3549,551.0,1.0,30.0,Gokhale Nagar,1
3550,1170.0,2.0,62.0,Gokhale Nagar,2
3551,3170.0,4.0,250.0,Gokhale Nagar,4
3552,1150.0,2.0,57.5,Gokhale Nagar,3
3553,1050.0,2.0,41.0,Gokhale Nagar,1
3554,2400.0,3.0,220.0,Gokhale Nagar,3
3555,1705.0,3.0,91.0,Gokhale Nagar,3
3556,1026.0,2.0,60.55,Gokhale Nagar,2
3557,1890.0,4.0,85.0,Gokhale Nagar,3
3558,1900.0,3.0,162.0,Gokhale Nagar,7
3559,2064.0,5.0,225.0,Gokhale Nagar,4
3560,2289.0,3.0,180.0,Gokhale Nagar,3
3561,1200.0,2.0,120.0,Gokhale Nagar,3
3562,2041.0,3.0,138.0,Gokhale Nagar,3
3563,3600.0,9.0,125.0,Gokhale Nagar,8
3564,1200.0,3.0,80.0,Gokhale Nagar,3
3565,1615.0,3.0,69.43,Gokhale Nagar,3
3566,2500.0,4.0,225.0,Gokhale Nagar,4
3567,1330.0,3.0,65.0,Gokhale Nagar,3
3568,3150.0,5.0,212.0,Gokhale Nagar,4
3569,1521.0,2.0,57.5,Gokhale Nagar,3
3570,1200.0,2.0,82.0,Gokhale Nagar,2
3571,614.0,1.0,28.0,Gokhale Nagar,2
3572,1475.0,2.0,55.0,Gokhale Nagar,3
3573,1625.0,3.0,92.0,Gokhale Nagar,3
3574,1660.0,3.0,104.0,Gokhale Nagar,3
3575,1068.0,2.0,48.0,Gokhale Nagar,2
3576,1200.0,4.0,100.0,Gokhale Nagar,4
3577,1430.0,3.0,52.0,Gokhale Nagar,3
3578,1484.0,3.0,75.0,Gokhale Nagar,3
3579,1250.0,3.0,62.6,Gokhale Nagar,3
3580,1735.0,3.0,97.0,Gokhale Nagar,3
3581,960.0,2.0,35.0,Gokhale Nagar,2
3582,2038.5,3.0,122.0,Gokhale Nagar,3
3583,1420.0,3.0,90.0,Gokhale Nagar,3
3584,1256.0,2.0,65.0,Gokhale Nagar,2
3585,2475.0,4.0,186.0,Gultekdi,4
3586,1600.0,3.0,65.0,Gultekdi,3
3587,2000.0,4.0,75.5,Gultekdi,4
3588,1170.0,2.0,52.0,Gultekdi,2
3589,1550.0,3.0,64.5,Gultekdi,3
3590,891.0,2.0,25.0,Gultekdi,2
3591,5600.0,2.0,548.5,Gultekdi,5
3592,1185.0,2.0,42.6,Gultekdi,2
3593,1180.0,2.0,69.0,Gultekdi,2
3594,649.5,1.0,17.535,Gultekdi,1
3595,1025.0,2.0,48.0,Gultekdi,3
3596,1050.0,2.0,67.0,Gultekdi,2
3597,2090.0,4.0,95.1,Gultekdi,4
3598,1450.0,2.0,85.0,Gultekdi,3
3599,1580.0,3.0,75.0,Gultekdi,3
3600,1000.0,2.0,28.88,Gultekdi,2
3601,1705.0,3.0,74.16,Gultekdi,3
3602,3675.0,4.0,367.0,Gultekdi,4
3603,1238.0,2.0,67.0,Gultekdi,2
3604,1703.0,3.0,101.0,Gultekdi,3
3605,3584.0,4.0,199.0,Gultekdi,4
3606,1575.0,4.0,150.0,Gultekdi,5
3607,3035.0,5.0,200.0,Gultekdi,4
3608,1020.0,2.0,39.0,Gultekdi,2
3609,30000.0,4.0,2100.0,Gultekdi,4
3610,1220.0,3.0,56.0,Gultekdi,3
3611,1200.0,9.0,100.0,Gultekdi,9
3612,1875.0,2.0,235.0,Gultekdi,3
3613,2250.0,3.0,195.0,Gultekdi,3
3614,1430.0,2.0,113.0,Gultekdi,2
3615,1234.0,2.0,61.0,Gultekdi,2
3616,1468.0,3.0,130.0,Gultekdi,2
3617,1050.0,2.0,41.0,Gultekdi,2
3618,1020.0,2.0,29.46,Gultekdi,2
3619,1397.0,3.0,104.0,Gultekdi,3
