,area_type,total_sqft,bath,price,location,bhk
4053,Super built-up  Area,1195,2,53.105,Hadapsar Industrial Estate,2
4054,Super built-up  Area,1050,2,42,Hadapsar Industrial Estate,2
4055,Built-up  Area,1507,3,80,Hadapsar Industrial Estate,3
4056,Super built-up  Area,966,2,58,Hadapsar Industrial Estate,2
4057,Built-up  Area,1080,2,38,Hadapsar Industrial Estate,2
4058,Super built-up  Area,1000,1,65,Hadapsar Industrial Estate,2
4059,Super built-up  Area,936,2,45,Hadapsar Industrial Estate,2
4060,Super built-up  Area,2051,3,170,Hadapsar Industrial Estate,3
4061,Super built-up  Area,1020,2,52,Hadapsar Industrial Estate,2
4062,Super built-up  Area,1250,3,44,Hadapsar Industrial Estate,3
4063,Super built-up  Area,2089,3,148,Hadapsar Industrial Estate,3
4064,Super built-up  Area,1654,3,82,Hadapsar Industrial Estate,3
4065,Super built-up  Area,1691,3,119,Hadapsar Industrial Estate,3
4066,Built-up  Area,1565,3,78,Hadapsar Industrial Estate,3
4067,Super built-up  Area,1576,3,58.7,Hadapsar Industrial Estate,3
4068,Super built-up  Area,1425,2,94,Hadapsar Industrial Estate,2
4069,Super built-up  Area,1919,3,117,Hadapsar Industrial Estate,3
4070,Built-up  Area,1925,3,125,Hingne Khurd,3
4071,Built-up  Area,1870,3,110,Hingne Khurd,3
4072,Built-up  Area,1080,2,72,Hingne Khurd,2
4073,Plot  Area,1000,2,55,Hingne Khurd,2
4074,Built-up  Area,2264,3,159,Hingne Khurd,3
4075,Super built-up  Area,1056,2,61,Hingne Khurd,2
4076,Plot  Area,1000,1,70,Hingne Khurd,1
4077,Super built-up  Area,1175,2,73.5,Hingne Khurd,2
4078,Plot  Area,6136,4,560,Hingne Khurd,4
4079,Super built-up  Area,3335,5,300,Hingne Khurd,4
4080,Built-up  Area,1558.67,2,65,Hingne Khurd,3
4081,Super built-up  Area,1146,2,70,Hingne Khurd,2
4082,Super built-up  Area,1125,2,40,Hingne Khurd,2
4083,Super built-up  Area,1194,2,47,Hingne Khurd,2
4084,Super built-up  Area,654,1,38.4,Hingne Khurd,1
4085,Super built-up  Area,1464,3,56,Hingne Khurd,3
4086,Built-up  Area,900,2,45,Hingne Khurd,2
4087,Super built-up  Area,1343,2,56.41,Hingne Khurd,3
4088,Built-up  Area,1160,2,52,Hingne Khurd,2
4089,Super built-up  Area,1197,2,47.8,Hingne Khurd,2
4090,Super built-up  Area,1185,2,75.84,Hingne Khurd,2
4091,Super built-up  Area,1195,2,100,Hingne Khurd,2
4092,Super built-up  Area,1455,3,73.31,Hingne Khurd,3
4093,Super built-up  Area,1155,2,40.42,Hingne Khurd,2
4094,Super built-up  Area,1225,3,40,Hingne Khurd,3
4095,Built-up  Area,1060,2,45,Hingne Khurd,2
4096,Super built-up  Area,1186,2,56,Hingne Khurd,3
4097,Super built-up  Area,1075,2,60,Hingne Khurd,2
4098,Super built-up  Area,970,2,35,Hingne Khurd,2
4099,Super built-up  Area,1175,2,47,Hingne Khurd,2
4100,Super built-up  Area,1230,2,76,Hingne Khurd,2
4101,Built-up  Area,700,1,35,Hingne Khurd,1
4102,Super built-up  Area,1175,2,75,Hingne Khurd,2
4103,Super built-up  Area,1205,2,60,Hingne Khurd,2
4104,Super built-up  Area,1030,2,77.25,Hingne Khurd,2
4105,Super built-up  Area,1112,2,88,Hingne Khurd,2
4106,Built-up  Area,1125,2,65,Hingne Khurd,2
4107,Super built-up  Area,715,1,45,Hingne Khurd,1
4108,Super built-up  Area,950,2,40,Hingne Khurd,2
4109,Super built-up  Area,909,2,40,Hingne Khurd,3
4110,Super built-up  Area,1255,2,66,Hingne Khurd,2
4111,Built-up  Area,1745,3,77,Hingne Khurd,3
4112,Super built-up  Area,1397,3,105,Hingne Khurd,3
4113,Super built-up  Area,1280,2,48,Hingne Khurd,2
4114,Built-up  Area,1400,3,70,Hingne Khurd,3
4115,Built-up  Area,1470,3,50,Hingne Khurd,3
4116,Super built-up  Area,1400,2,44.81,Hingne Khurd,3
4117,Built-up  Area,1241,2,61,Hingne Khurd,3
4118,Super built-up  Area,1160,2,42,Hingne Khurd,2
4119,Built-up  Area,700,1,32,Hingne Khurd,2
4120,Super built-up  Area,654,1,22,Hingne Khurd,1
4121,Super built-up  Area,1507,2,95,Hingne Khurd,3
4122,Super built-up  Area,2856,5,154.5,Hingne Khurd,4
4123,Super built-up  Area,1464,2,56,Hingne Khurd,2
4124,Super built-up  Area,982,2,37,Hingne Khurd,2
4125,Super built-up  Area,1700,3,108,Hingne Khurd,3
4126,Super built-up  Area,1933,3,98,Hingne Khurd,3
4127,Super built-up  Area,1700,3,75,Hingne Khurd,3
4128,Super built-up  Area,1280,2,49,Hingne Khurd,3
4129,Built-up  Area,2210,3,156,Hingne Khurd,3
4130,Super built-up  Area,1200,2,54,Hingne Khurd,2
4131,Super built-up  Area,935,2,35.53,Hingne Khurd,2
4132,Super built-up  Area,2264,3,168,Hingne Khurd,3
4133,Built-up  Area,3200,3,260,Hingne Khurd,3
4134,Super built-up  Area,1250,2,67,Hingne Khurd,2
4135,Plot  Area,3657,5,310,Hingne Khurd,5
4136,Super built-up  Area,1175,2,49,Hingne Khurd,2
4137,Super built-up  Area,924,2,35.11,Hingne Khurd,2
4138,Super built-up  Area,1240,2,39.85,Hingne Khurd,3
4139,Built-up  Area,3600,4,245,Hingne Khurd,4
4140,Super built-up  Area,2099,3,147,Hingne Khurd,3
4141,Super built-up  Area,3122,6,235,Hingne Khurd,4
4142,Super built-up  Area,1000,2,33,Hingne Khurd,2
4143,Super built-up  Area,1000,2,34,Hingne Khurd,2
4144,Plot  Area,1200,2,62,Hingne Khurd,2
4145,Super built-up  Area,1232,2,83,Hingne Khurd,2
4146,Super built-up  Area,1409,2,95,Hingne Khurd,2
4147,Super built-up  Area,1260,2,73,Hingne Khurd,3
4148,Super built-up  Area,1410,3,92,Hingne Khurd,2
4149,Super built-up  Area,1214,2,67,Hingne Khurd,2
4150,Super built-up  Area,1213,2,48,Hingne Khurd,2
4151,Super built-up  Area,1400,2,44.8,Hingne Khurd,2
4152,Built-up  Area,1017,2,66,Hingne Khurd,2
4153,Super built-up  Area,900,2,41,Hingne Khurd,2
4154,Super built-up  Area,1270,2,55.25,Hingne Khurd,3
4155,Super built-up  Area,1230,2,44,Hingne Khurd,2
4156,Plot  Area,1050,5,80,Hingne Khurd,8
4157,Super built-up  Area,1600,2,65,Hingne Khurd,3
4158,Plot  Area,800,4,60,Hingne Khurd,4
4159,Super built-up  Area,1175,2,52.86,Hingne Khurd,2
4160,Built-up  Area,2760,5,140,Hingne Khurd,5
4161,Super built-up  Area,910,2,36,Hingne Khurd,2
4162,Super built-up  Area,1800,3,150,Hingne Khurd,3
4163,Built-up  Area,1680,3,126,Hingne Khurd,3
4164,Built-up  Area,3000,5,130,Hingne Khurd,8
4165,Super built-up  Area,1525,3,68.63,Hingne Khurd,3
4166,Super built-up  Area,2882,5,200,Hingne Khurd,4
4167,Super built-up  Area,1100,2,44,Hingne Khurd,2
4168,Built-up  Area,1585,2,90,Hingne Khurd,2
4169,Super built-up  Area,4500,5,145,Hingne Khurd,5
4170,Super built-up  Area,1430,2,51.48,Hingne Khurd,3
4171,Super built-up  Area,1047,2,91,Hingne Khurd,2
4172,Super built-up  Area,1160,2,57,Hingne Khurd,2
4173,Super built-up  Area,2360,3,185,Hingne Khurd,4
4174,Built-up  Area,1100,2,76.3,Hingne Khurd,3
4175,Super built-up  Area,1400,2,60,Hingne Khurd,3
4176,Super built-up  Area,1470,2,99,Hingne Khurd,3
4177,Super built-up  Area,2072,3,108,Hingne Khurd,3
4178,Super built-up  Area,1464,3,56,Hingne Khurd,3
4179,Built-up  Area,1600,3,105,Hingne Khurd,3
4180,Super built-up  Area,1489,2,70,Hingne Khurd,3
4181,Super built-up  Area,1720,3,128,Hingne Khurd,3
4182,Super built-up  Area,980,2,41,Hingne Khurd,2
4183,Super built-up  Area,2111,3,103,Hingne Khurd,3
4184,Super built-up  Area,700,2,36,Jangali Maharaj Road,2
4185,Plot  Area,1600,3,75,Jangali Maharaj Road,3
4186,Plot  Area,1500,2,115,Jangali Maharaj Road,2
4187,Built-up  Area,1090,2,31.48,Jangali Maharaj Road,2
4188,Super built-up  Area,1600,4,80,Jangali Maharaj Road,4
4189,Built-up  Area,1200,2,55,Jangali Maharaj Road,2
4190,Super built-up  Area,1100,2,46,Jangali Maharaj Road,2
4191,Built-up  Area,1897,3,130,Jangali Maharaj Road,3
4192,Built-up  Area,1425,2,80,Jangali Maharaj Road,2
4193,Super built-up  Area,918,2,48,Jangali Maharaj Road,2
4194,Super built-up  Area,971.5,2,36.435,Jangali Maharaj Road,2
4195,Super built-up  Area,630,1,39,Jangali Maharaj Road,1
4196,Super built-up  Area,1246,2,68,Jangali Maharaj Road,2
4197,Super built-up  Area,900,2,46,Jangali Maharaj Road,2
4198,Built-up  Area,1181,2,55,Jangali Maharaj Road,2
4199,Super built-up  Area,812,2,55,Jangali Maharaj Road,2
4200,Super built-up  Area,1745,3,104,Jangali Maharaj Road,3
4201,Super built-up  Area,1560,3,85,Jangali Maharaj Road,3
4202,Super built-up  Area,1100,2,52,Jangali Maharaj Road,2
4203,Plot  Area,1200,2,66,Jangali Maharaj Road,2
4204,Super built-up  Area,1150,2,52.75,Jangali Maharaj Road,2
4205,Super built-up  Area,900,2,27,Jangali Maharaj Road,2
4206,Built-up  Area,1028,2,49,Jangali Maharaj Road,2
4207,Built-up  Area,1445,3,64,Jangali Maharaj Road,3
4208,Built-up  Area,1035,2,40.5,Jangali Maharaj Road,2
4209,Built-up  Area,1300,2,70,Jangali Maharaj Road,3
4210,Super built-up  Area,1185.5,2,58.68,Jangali Maharaj Road,2
4211,Super built-up  Area,1419.59,2,59,Jangali Maharaj Road,3
4212,Built-up  Area,1255,2,50,Jangali Maharaj Road,2
4213,Super built-up  Area,1025,2,54.5,Jangali Maharaj Road,2
4214,Super built-up  Area,2500,4,95,Jangali Maharaj Road,4
4215,Super built-up  Area,1296,2,89.06,Jangali Maharaj Road,2
4216,Super built-up  Area,1030,2,34.5,Jangali Maharaj Road,2
4217,Super built-up  Area,3200,3,190,Jangali Maharaj Road,4
4218,Super built-up  Area,902,2,42,Jangali Maharaj Road,2
4219,Built-up  Area,975,2,55,Jangali Maharaj Road,2
4220,Super built-up  Area,1185,2,59,Jangali Maharaj Road,2
4221,Super built-up  Area,1082,2,55,Jangali Maharaj Road,3
4222,Super built-up  Area,1512,1,65.01,Jangali Maharaj Road,2
4223,Super built-up  Area,1178,2,78,Jangali Maharaj Road,2
4224,Super built-up  Area,1825,3,126,Jangali Maharaj Road,3
4225,Super built-up  Area,1842,3,115,Jangali Maharaj Road,3
4226,Built-up  Area,1200,3,85,Jangali Maharaj Road,2
4227,Super built-up  Area,870,2,36,Jangali Maharaj Road,2
4228,Super built-up  Area,606,1,40,Jangali Maharaj Road,1
4229,Super built-up  Area,1230,2,59,Jangali Maharaj Road,2
4230,Plot  Area,600,2,55,Jangali Maharaj Road,1
4231,Super built-up  Area,1500,3,95,Jangali Maharaj Road,3
4232,Super built-up  Area,960,2,33,Jangali Maharaj Road,2
4233,Super built-up  Area,1041,2,40.6,Jangali Maharaj Road,2
4234,Super built-up  Area,1343,2,86,Jangali Maharaj Road,2
4235,Super built-up  Area,1140,2,48.95,Jangali Maharaj Road,2
4236,Plot  Area,1936,3,110,Jangali Maharaj Road,3
4237,Super built-up  Area,708,1,55,Jangali Maharaj Road,2
4238,Super built-up  Area,1689,3,103,Jangali Maharaj Road,3
4239,Built-up  Area,2200,3,121,Jangali Maharaj Road,3
4240,Super built-up  Area,1260,2,100,Jangali Maharaj Road,2
4241,Built-up  Area,1200,3,65,Jangali Maharaj Road,3
4242,Super built-up  Area,1186,2,40,Jangali Maharaj Road,3
4243,Super built-up  Area,2000,4,130,Jangali Maharaj Road,3
4244,Super built-up  Area,1200,2,45.6,Jangali Maharaj Road,2
4245,Super built-up  Area,1090,2,38.15,Jangali Maharaj Road,2
4246,Super built-up  Area,1007,2,62,Jangali Maharaj Road,2
4247,Super built-up  Area,1150,2,70,Jangali Maharaj Road,2
4248,Super built-up  Area,1100,2,41.16,Jangali Maharaj Road,2
4249,Super built-up  Area,1500,3,74,Jangali Maharaj Road,3
4250,Super built-up  Area,1073,2,31.77,Jangali Maharaj Road,2
4251,Plot  Area,1200,2,70,Jangali Maharaj Road,2
4252,Super built-up  Area,1452,3,90,Jangali Maharaj Road,3
4253,Super built-up  Area,1245,2,62,Jangali Maharaj Road,2
4254,Super built-up  Area,655,1,27,Jangali Maharaj Road,1
4255,Super built-up  Area,7800,6,385,Jangali Maharaj Road,5
4256,Super built-up  Area,1020,2,55,Jangali Maharaj Road,2
4257,Super built-up  Area,1025,2,35.88,Jangali Maharaj Road,2
4258,Super built-up  Area,1365,2,72,Jangali Maharaj Road,3
4259,Super built-up  Area,1000,2,46,Jangali Maharaj Road,2
4260,Super built-up  Area,1285,2,65,Jangali Maharaj Road,2
4261,Super built-up  Area,1216,2,82,Jangali Maharaj Road,2
4262,Built-up  Area,720,2,65,Jangali Maharaj Road,2
4263,Super built-up  Area,1550,3,86.8,Jangali Maharaj Road,3
4264,Super built-up  Area,1212,2,56.9,Jangali Maharaj Road,2
4265,Built-up  Area,2500,5,120,Jangali Maharaj Road,3
4266,Super built-up  Area,1065,2,41.38,Jangali Maharaj Road,2
4267,Super built-up  Area,1703,3,126,Jangali Maharaj Road,3
4268,Super built-up  Area,1489,3,88,Jangali Maharaj Road,3
4269,Plot  Area,1300,4,52,Jangali Maharaj Road,7
4270,Super built-up  Area,1600,3,69,Jangali Maharaj Road,3
4271,Built-up  Area,1032,2,45,Jangali Maharaj Road,2
4272,Super built-up  Area,1896,3,102,Jangali Maharaj Road,3
4273,Super built-up  Area,1000,2,28,Jangali Maharaj Road,2
4274,Super built-up  Area,1642,2,115,Jangali Maharaj Road,3
4275,Built-up  Area,1255,2,60,Jangali Maharaj Road,3
4276,Super built-up  Area,1411,3,93.25,Jangali Maharaj Road,3
4277,Plot  Area,1200,2,36.1,Jangali Maharaj Road,2
4278,Super built-up  Area,4235,5,364,Jangali Maharaj Road,4
4279,Super built-up  Area,993,2,42,Jangali Maharaj Road,2
4280,Plot  Area,1200,2,73,Jangali Maharaj Road,2
4281,Plot  Area,1000,2,35,Jangali Maharaj Road,2
4282,Super built-up  Area,1411,3,100,Jangali Maharaj Road,3
4283,Super built-up  Area,1756,3,66.73,Jangali Maharaj Road,3
4284,Super built-up  Area,1357,2,123,Jangali Maharaj Road,2
4285,Plot  Area,1440,5,97,Jangali Maharaj Road,5
4286,Super built-up  Area,1643,2,70,Jangali Maharaj Road,3
4287,Super built-up  Area,1385,3,67,Jangali Maharaj Road,3
4288,Super built-up  Area,1884,4,117,Jangali Maharaj Road,3
4289,Plot  Area,1200,3,70,Jangali Maharaj Road,3
4290,Super built-up  Area,1112,2,62,Jangali Maharaj Road,2
4291,Super built-up  Area,1708,3,64.05,Jangali Maharaj Road,4
4292,Super built-up  Area,1075,2,33.53,Jangali Maharaj Road,3
4293,Super built-up  Area,475,1,26,Jangali Maharaj Road,1
4294,Super built-up  Area,1550,2,70,Jangali Maharaj Road,3
4295,Super built-up  Area,1832,3,160,Jangali Maharaj Road,3
4296,Super built-up  Area,1105,2,40,Jangali Maharaj Road,2
4297,Plot  Area,4800,3,200,Jangali Maharaj Road,4
4298,Built-up  Area,1100,2,39.9,Jangali Maharaj Road,2
4299,Built-up  Area,800,2,32,Jangali Maharaj Road,2
4300,Built-up  Area,1107,2,44,Jangali Maharaj Road,2
4301,Super built-up  Area,1700,3,111,Jangali Maharaj Road,3
4302,Super built-up  Area,970,2,57,Jangali Maharaj Road,2
4303,Super built-up  Area,1070,2,45.5,Kalyani Nagar,2
4304,Super built-up  Area,1900,3,119,Kalyani Nagar,3
4305,Plot  Area,1200,2,60,Kalyani Nagar,2
4306,Super built-up  Area,2805,5,154,Kalyani Nagar,4
4307,Super built-up  Area,1075,2,45.8,Kalyani Nagar,2
4308,Super built-up  Area,810,2,24.5,Kalyani Nagar,2
4309,Built-up  Area,920,2,40,Kalyani Nagar,2
4310,Super built-up  Area,1005,2,55.78,Kalyani Nagar,2
4311,Plot  Area,1500,3,115,Kalyani Nagar,3
4312,Super built-up  Area,1281,2,74,Kalyani Nagar,2
4313,Super built-up  Area,1403,2,60.81,Kalyani Nagar,3
4314,Built-up  Area,1550,3,65,Kalyani Nagar,3
4315,Super built-up  Area,1372,2,61,Kalyani Nagar,2
4316,Super built-up  Area,1310,2,50,Kalyani Nagar,3
4317,Super built-up  Area,1075,2,45,Kalyani Nagar,3
4318,Super built-up  Area,2817.5,2,204,Kalyani Nagar,4
4319,Super built-up  Area,1140,2,50.66,Kalyani Nagar,2
4320,Super built-up  Area,1200,2,53.33,Kalyani Nagar,2
4321,Super built-up  Area,925,2,51,Kalyani Nagar,2
4322,Super built-up  Area,1170,2,38,Kalyani Nagar,2
4323,Built-up  Area,1200,2,50,Kalyani Nagar,2
4324,Super built-up  Area,1175,2,48.27,Kalyani Nagar,2
4325,Super built-up  Area,1220,3,58,Kalyani Nagar,3
4326,Super built-up  Area,1152,2,69,Kalyani Nagar,2
4327,Super built-up  Area,1100,2,45,Kalyani Nagar,2
4328,Super built-up  Area,900,2,56,Kalyani Nagar,2
4329,Super built-up  Area,1196,2,51.15,Kalyani Nagar,2
4330,Super built-up  Area,3400,5,240,Kalyani Nagar,4
4331,Super built-up  Area,2721,3,113,Kalyani Nagar,3
4332,Super built-up  Area,1166,2,53,Kalyani Nagar,2
4333,Super built-up  Area,1440,2,115,Kalyani Nagar,2
4334,Super built-up  Area,858,2,31.57,Kalyani Nagar,2
4335,Super built-up  Area,2400,4,180,Kalyani Nagar,3
4336,Super built-up  Area,1720,3,135,Kalyani Nagar,3
4337,Super built-up  Area,1215,2,52.85,Kalyani Nagar,3
4338,Built-up  Area,929,2,48,Kalyani Nagar,2
4339,Super built-up  Area,1274,2,81,Kalyani Nagar,2
4340,Super built-up  Area,1320,2,79.5,Kalyani Nagar,2
4341,Super built-up  Area,1146,2,55,Kalyani Nagar,2
4342,Super built-up  Area,1250,3,50,Kalyani Nagar,3
4343,Super built-up  Area,1080,2,73,Kalyani Nagar,2
4344,Super built-up  Area,1789,3,98,Kalyani Nagar,3
4345,Super built-up  Area,1690,3,85,Kalyani Nagar,3
4346,Super built-up  Area,1665,3,105,Kalyani Nagar,3
4347,Built-up  Area,861,2,34.5,Kalyani Nagar,2
4348,Super built-up  Area,1420,2,60,Kalyani Nagar,3
4349,Built-up  Area,710,2,40,Kalyani Nagar,1
4350,Built-up  Area,1450,2,81,Kalyani Nagar,3
4351,Super built-up  Area,1125,2,47,Kalyani Nagar,2
4352,Super built-up  Area,1050,2,46,Kalyani Nagar,2
4353,Built-up  Area,1184,2,69,Kalyani Nagar,2
4354,Super built-up  Area,1680,3,101,Kalyani Nagar,3
4355,Super built-up  Area,1949,3,133,Kalyani Nagar,3
4356,Built-up  Area,635,1,26,Kalyani Nagar,1
4357,Super built-up  Area,1031,2,53,Kalyani Nagar,2
4358,Super built-up  Area,750,1,51,Kalyani Nagar,1
4359,Super built-up  Area,1555,3,75.17,Kalyani Nagar,3
4360,Plot  Area,1500,3,72,Kalyani Nagar,3
4361,Super built-up  Area,1039,2,39.5,Kalyani Nagar,2
4362,Super built-up  Area,1230,2,79,Kalyani Nagar,2
4363,Super built-up  Area,1608,2,63,Kalyani Nagar,3
4364,Super built-up  Area,1232,2,74,Kalyani Nagar,2
4365,Super built-up  Area,1370,2,61,Kalyani Nagar,3
4366,Super built-up  Area,1435,2,60,Kalyani Nagar,3
4367,Built-up  Area,960,2,37,Kalyani Nagar,2
4368,Super built-up  Area,1100,2,55,Kalyani Nagar,2
4369,Super built-up  Area,1546,3,95,Kalyani Nagar,3
4370,Super built-up  Area,1315,3,65,Kalyani Nagar,3
4371,Super built-up  Area,1311,2,84.86,Kalyani Nagar,3
4372,Super built-up  Area,2095,3,142,Kalyani Nagar,3
4373,Super built-up  Area,1485,3,132,Kalyani Nagar,2
4374,Built-up  Area,952,2,49,Kalyani Nagar,2
4375,Super built-up  Area,662,1,29,Kalyani Nagar,1
4376,Built-up  Area,900,2,65,Kalyani Nagar,2
4377,Super built-up  Area,1650,3,68,Kalyani Nagar,3
4378,Super built-up  Area,1227,2,70,Kalyani Nagar,2
4379,Built-up  Area,1919,3,121,Kalyani Nagar,3
4380,Plot  Area,1200,1,36,Kalyani Nagar,2
4381,Super built-up  Area,1702,3,115,Kalyani Nagar,3
4382,Super built-up  Area,1210,2,80,Kalyani Nagar,2
4383,Super built-up  Area,1200,2,62,Kalyani Nagar,2
4384,Super built-up  Area,1242,2,75,Kalyani Nagar,2
4385,Built-up  Area,1163,2,68,Kalyani Nagar,2
4386,Built-up  Area,2400,3,177,Kalyani Nagar,3
4387,Super built-up  Area,1540,3,48.51,Kalyani Nagar,3
4388,Plot  Area,740,2,24.5,Kalyani Nagar,4
4389,Plot  Area,1200,2,66,Kalyani Nagar,3
4390,Plot  Area,1900,4,185,Kalyani Nagar,4
4391,Built-up  Area,3600,5,145,Kalyani Nagar,5
4392,Super built-up  Area,1100,2,45,Kalyani Nagar,2
4393,Super built-up  Area,1225,2,45,Kalyani Nagar,2
4394,Super built-up  Area,1110,2,39.9,Kalyani Nagar,2
4395,Plot  Area,900,5,55,Kalyani Nagar,5
4396,Super built-up  Area,1205,2,41,Kalyani Nagar,2
4397,Super built-up  Area,1645,3,117,Kalyani Nagar,3
4398,Super built-up  Area,1500,2,120,Kalyani Nagar,3
4399,Super built-up  Area,1128,2,67,Kalyani Nagar,2
4400,Super built-up  Area,1250,3,39,Kalyani Nagar,3
4401,Built-up  Area,960,2,50,Kalyani Nagar,2
4402,Super built-up  Area,550,1,16,Kalyani Nagar,2
4403,Built-up  Area,2500,5,185,Kalyani Nagar,6
4404,Super built-up  Area,1450,3,51,Kalyani Nagar,3
4405,Super built-up  Area,1200,2,115,Kalyani Nagar,2
4406,Built-up  Area,1270,2,73,Kalyani Nagar,3
4407,Super built-up  Area,1423,2,85,Kalyani Nagar,3
4408,Super built-up  Area,1200,2,60.5,Kalyani Nagar,2
4409,Built-up  Area,1200,2,44.73,Kalyani Nagar,2
4410,Super built-up  Area,1655,3,95,Kalyani Nagar,3
4411,Built-up  Area,980,2,60,Kalyani Nagar,3
4412,Super built-up  Area,1360,2,78.19,Kalyani Nagar,2
4413,Super built-up  Area,1346,2,74.03,Kalyani Nagar,2
4414,Super built-up  Area,2099,3,134,Kalyani Nagar,3
4415,Super built-up  Area,1353,2,110,Kalyani Nagar,2
4416,Super built-up  Area,1724,3,125,Karve Nagar,3
4417,Super built-up  Area,805,2,22.14,Karve Nagar,2
4418,Super built-up  Area,1991,4,103,Karve Nagar,3
4419,Super built-up  Area,1584,3,65,Karve Nagar,3
4420,Super built-up  Area,1140,2,40,Karve Nagar,2
4421,Super built-up  Area,1045,2,45,Karve Nagar,2
4422,Super built-up  Area,1602,2,75,Karve Nagar,3
4423,Super built-up  Area,1575,3,125,Karve Nagar,3
4424,Plot  Area,1200,3,56.12,Karve Nagar,3
4425,Super built-up  Area,1315,2,85,Karve Nagar,2
4426,Built-up  Area,565,1,35,Karve Nagar,1
4427,Super built-up  Area,1542,2,85,Karve Nagar,3
4428,Super built-up  Area,1330,2,56,Karve Nagar,3
4429,Super built-up  Area,900,2,46,Karve Nagar,2
4430,Super built-up  Area,1280,2,40,Karve Nagar,2
4431,Super built-up  Area,1250,2,65,Karve Nagar,2
4432,Super built-up  Area,1020,2,42.83,Karve Nagar,2
4433,Super built-up  Area,1420,2,75,Karve Nagar,3
4434,Super built-up  Area,595,1,31.83,Karve Nagar,1
4435,Super built-up  Area,1255,2,57.5,Karve Nagar,2
4436,Super built-up  Area,1040,2,46,Karve Nagar,2
4437,Super built-up  Area,1031,2,56.35,Karve Nagar,2
4438,Super built-up  Area,1550,2,90,Karve Nagar,3
4439,Plot  Area,3190,3,160,Karve Nagar,4
